id,beta,roi,model,contrast
RV103,-0.415185813866088,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV104,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV105,0.307781922051535,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV106,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV107,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV108,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV112,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV113,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV114,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV116,0.749503537283882,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV118,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV1205,1.78177164603285,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV1207,-4.84061289090114,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV121,-0.0383915185078007,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV122,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV1223,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV1232,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV124,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV126,1.1933243595453,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV130,0.417304117899831,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV131,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV132,4.03277460949514,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV135,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV136,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV137,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV144,0.0325627950983243,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV146,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV147,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV148,-5.1680983625693,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV150,-0.133065953727679,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV151,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV152,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV153,0.321782222733284,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV154,0.243550679290338,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV158,2.6546744117364,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV160,-1.6433498744713,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV165,0.0927877012604418,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV166,1.96823670809556,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV167,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV168,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV169,-1.05593039779816,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV170,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV171,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV172,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV173,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV177,0.480107390009007,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV178,-0.427108452553706,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV179,-0.006037447549272,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV182,3.06367349911086,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV183,-3.62943951094771,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV184,-0.350311909429112,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV186,2.16389643833423,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV188,2.16765424622687,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV189,-0.783632942805512,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV191,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV193,1.02259674636767,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV194,0,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV195,-1.05920091104178,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV196,1.15727684182639,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV200,-1.3714705538985,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV202,-1.02737855654146,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV203,-0.455605315099306,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV204,-4.94077389118848,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV205,0.46198116311225,right_amygdala_indiv_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV001,-5.45604710867911,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV004,21.578817199577,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV005,-7.08091046593406,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV008,8.82472166441607,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV010,-8.98037563670765,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
RV011,6.12112125844666,left_amygdala_functional_roi,glm-09-Sep-2018-computational-smoothed4mm-hybridalphav,alpha
